TIME,Ux,Uy
-5.000e-02,-0.867188,1.19844
-4.997e-02,-1.25781,1.18437
-4.994e-02,-2.01563,1.17047
-4.990e-02,-2.91406,1.15094
-4.987e-02,-3.42969,1.14219
-4.984e-02,-4.76563,1.12594
-4.981e-02,-5.05469,1.11609
-4.978e-02,-5.69531,1.10422
-4.974e-02,-6.82031,1.08594
-4.971e-02,-7.17969,1.06859
-4.968e-02,-8.0625,1.05078
-4.965e-02,-8.9375,1.03937
-4.962e-02,-9.28125,1.01937
-4.958e-02,-10.2891,1.00547
-4.955e-02,-10.9375,0.995469
-4.952e-02,-11.2969,0.967813
-4.949e-02,-12.2188,0.95875
-4.946e-02,-12.9375,0.945937
-4.942e-02,-13.1406,0.926094
-4.939e-02,-14.0859,0.911094
-4.936e-02,-14.9219,0.891719
-4.933e-02,-15.0547,0.877969
-4.930e-02,-15.8281,0.862969
-4.926e-02,-16.6719,0.842812
-4.923e-02,-16.9375,0.825781
-4.920e-02,-17.1406,0.810937
-4.917e-02,-18.2031,0.796406
-4.914e-02,-18.9063,0.782813
-4.910e-02,-19.1016,0.762188
-4.907e-02,-19.2031,0.746875
-4.904e-02,-19.7188,0.727969
-4.901e-02,-20.1797,0.714375
-4.898e-02,-20.7031,0.696719
-4.894e-02,-21.0547,0.674531
-4.891e-02,-21.5313,0.658438
-4.888e-02,-21.7188,0.635625
-4.885e-02,-22.5234,0.617344
-4.882e-02,-22.7656,0.603594
-4.878e-02,-23.0547,0.580937
-4.875e-02,-23.1484,0.556406
-4.872e-02,-23.5625,0.547188
-4.869e-02,-24.3984,0.525469
-4.866e-02,-24.8594,0.504531
-4.862e-02,-24.9375,0.493281
-4.859e-02,-25.0547,0.465469
-4.856e-02,-25.2891,0.447031
-4.853e-02,-26,0.43125
-4.850e-02,-26.5859,0.407344
-4.846e-02,-26.7422,0.394062
-4.843e-02,-26.9766,0.369844
-4.840e-02,-27.1484,0.35125
-4.837e-02,-27.2578,0.328437
-4.834e-02,-27.5703,0.303594
-4.830e-02,-28.0859,0.283594
-4.827e-02,-28.7031,0.26125
-4.824e-02,-28.875,0.234531
-4.821e-02,-28.8203,0.213594
-4.818e-02,-28.9375,0.19125
-4.814e-02,-29.0547,0.170156
-4.811e-02,-29.2266,0.139844
-4.808e-02,-29.5,0.114375
-4.805e-02,-29.8516,0.0957812
-4.802e-02,-30.3516,0.071875
-4.798e-02,-30.4531,0.0459375
-4.795e-02,-30.75,0.0175
-4.792e-02,-30.9063,-0.00109375
-4.789e-02,-30.9375,-0.0264062
-4.786e-02,-31.0547,-0.0542188
-4.782e-02,-31.0625,-0.078125
-4.779e-02,-31.1641,-0.103594
-4.776e-02,-31.2656,-0.124219
-4.773e-02,-31.6719,-0.150469
-4.770e-02,-31.7891,-0.169687
-4.766e-02,-32.125,-0.191562
-4.763e-02,-32.5859,-0.218125
-4.760e-02,-32.9375,-0.240156
-4.757e-02,-32.8906,-0.264219
-4.754e-02,-33.0547,-0.286719
-4.750e-02,-33.5703,-0.304531
-4.747e-02,-34.5859,-0.328906
-4.744e-02,-34.1875,-0.3475
-4.741e-02,-34.8516,-0.376406
-4.738e-02,-34.9141,-0.396562
-4.734e-02,-34.9375,-0.419531
-4.731e-02,-35.0547,-0.449844
-4.728e-02,-35.3438,-0.472813
-4.725e-02,-35.875,-0.490312
-4.722e-02,-36.4531,-0.52125
-4.718e-02,-36.5781,-0.55125
-4.715e-02,-36.9375,-0.570625
-4.712e-02,-36.9375,-0.600938
-4.709e-02,-37.2969,-0.621094
-4.706e-02,-37.5625,-0.645938
-4.702e-02,-37.8281,-0.674063
-4.699e-02,-38.2422,-0.702969
-4.696e-02,-38.9375,-0.721094
-4.693e-02,-38.9375,-0.747031
-4.690e-02,-39.1719,-0.762188
-4.686e-02,-39.3594,-0.789531
-4.683e-02,-39.8359,-0.818281
-4.680e-02,-40.3594,-0.846875
-4.677e-02,-40.9063,-0.869531
-4.674e-02,-41.1719,-0.890625
-4.670e-02,-41.4063,-0.912188
-4.667e-02,-42.2188,-0.939063
-4.664e-02,-42.7422,-0.9625
-4.661e-02,-43.0859,-0.982031
-4.658e-02,-43.2188,-1.01438
-4.654e-02,-43.6172,-1.03172
-4.651e-02,-44.3047,-1.05469
-4.648e-02,-44.6953,-1.08359
-4.645e-02,-44.9375,-1.10625
-4.642e-02,-45.2891,-1.12531
-4.638e-02,-45.7344,-1.15063
-4.635e-02,-46.2813,-1.17109
-4.632e-02,-46.7188,-1.19813
-4.629e-02,-47.0313,-1.22047
-4.626e-02,-47.5547,-1.24297
-4.622e-02,-48.5859,-1.26047
-4.619e-02,-48.9375,-1.27641
-4.616e-02,-49.1016,-1.3025
-4.613e-02,-49.9453,-1.32469
-4.610e-02,-50.3594,-1.34406
-4.606e-02,-50.9375,-1.36359
-4.603e-02,-51.1563,-1.38547
-4.600e-02,-52.2578,-1.40594
-4.597e-02,-52.7344,-1.43031
-4.594e-02,-52.9375,-1.44828
-4.590e-02,-53.1328,-1.47313
-4.587e-02,-54.3281,-1.48828
-4.584e-02,-54.8984,-1.50375
-4.581e-02,-55.3203,-1.52281
-4.578e-02,-56.4063,-1.53594
-4.574e-02,-57.0547,-1.55844
-4.571e-02,-57.1953,-1.57422
-4.568e-02,-58.6953,-1.59781
-4.565e-02,-59.1406,-1.61391
-4.562e-02,-59.8594,-1.63375
-4.558e-02,-60.9219,-1.65172
-4.555e-02,-61.7266,-1.67422
-4.552e-02,-62.9141,-1.69641
-4.549e-02,-63.1016,-1.71359
-4.546e-02,-64.6563,-1.72328
-4.542e-02,-65.4453,-1.74594
-4.539e-02,-66.7344,-1.76109
-4.536e-02,-67.2344,-1.77484
-4.533e-02,-68.5781,-1.79703
-4.530e-02,-69.3672,-1.81062
-4.526e-02,-70.7813,-1.83313
-4.523e-02,-71.9141,-1.84266
-4.520e-02,-73.0547,-1.85656
-4.517e-02,-74.25,-1.87656
-4.514e-02,-75.5078,-1.88875
-4.510e-02,-76.7188,-1.90109
-4.507e-02,-77.8438,-1.91875
-4.504e-02,-79.2266,-1.92625
-4.501e-02,-80.5391,-1.94125
-4.498e-02,-81.8281,-1.95297
-4.494e-02,-83.1719,-1.97281
-4.491e-02,-84.8438,-1.98656
-4.488e-02,-86.0391,-1.99766
-4.485e-02,-87.0547,-2.00766
-4.482e-02,-88.9375,-2.01281
-4.478e-02,-90.25,-2.02906
-4.475e-02,-91.8828,-2.03875
-4.472e-02,-93.3516,-2.04266
-4.469e-02,-94.4063,-2.05422
-4.466e-02,-96.0547,-2.06937
-4.462e-02,-97.2266,-2.07672
-4.459e-02,-98.7734,-2.08328
-4.456e-02,-100.414,-2.09375
-4.453e-02,-101.227,-2.10234
-4.450e-02,-102.938,-2.10781
-4.446e-02,-103.703,-2.11656
-4.443e-02,-104.82,-2.12062
-4.440e-02,-105.406,-2.12547
-4.437e-02,-106.031,-2.12969
-4.434e-02,-106.938,-2.13203
-4.430e-02,-107.617,-2.13
-4.427e-02,-108.586,-2.13828
-4.424e-02,-109.055,-2.14594
-4.421e-02,-109.594,-2.14641
-4.418e-02,-110.242,-2.15516
-4.414e-02,-110.938,-2.15594
-4.411e-02,-110.859,-2.15266
-4.408e-02,-111.719,-2.15469
-4.405e-02,-111.836,-2.15313
-4.402e-02,-112.531,-2.15297
-4.398e-02,-112.914,-2.15234
-4.395e-02,-113.023,-2.15172
-4.392e-02,-112.938,-2.15563
-4.389e-02,-113.289,-2.155
-4.386e-02,-113.055,-2.14797
-4.382e-02,-113.336,-2.14859
-4.379e-02,-113.648,-2.15328
-4.376e-02,-113.547,-2.14312
-4.373e-02,-113.422,-2.13406
-4.370e-02,-113.305,-2.14734
-4.366e-02,-113.641,-2.14031
-4.363e-02,-113.188,-2.14078
-4.360e-02,-113.203,-2.13109
-4.357e-02,-113.078,-2.13328
-4.354e-02,-112.938,-2.12297
-4.350e-02,-112.938,-2.12719
-4.347e-02,-112.625,-2.12109
-4.344e-02,-112.43,-2.11875
-4.341e-02,-111.344,-2.11687
-4.338e-02,-110.938,-2.11406
-4.334e-02,-110.461,-2.11125
-4.331e-02,-109.523,-2.10906
-4.328e-02,-109.055,-2.09953
-4.325e-02,-108.273,-2.08953
-4.322e-02,-107.094,-2.08641
-4.318e-02,-106.609,-2.08547
-4.315e-02,-105.406,-2.08016
-4.312e-02,-104.813,-2.07906
-4.309e-02,-103.852,-2.07172
-4.306e-02,-102.727,-2.06891
-4.302e-02,-101.734,-2.05797
-4.299e-02,-101.055,-2.05656
-4.296e-02,-99.7813,-2.04578
-4.293e-02,-98.9375,-2.04531
-4.290e-02,-97.7109,-2.04109
-4.286e-02,-96.6875,-2.03766
-4.283e-02,-95.4219,-2.02891
-4.280e-02,-94.7266,-2.02469
-4.277e-02,-93.1641,-2.0175
-4.274e-02,-92.5156,-2.00703
-4.270e-02,-91.1719,-2.00109
-4.267e-02,-90.2266,-2.00109
-4.264e-02,-89.0938,-2.00078
-4.261e-02,-87.8281,-1.98953
-4.258e-02,-86.9844,-1.99031
-4.254e-02,-86.2031,-1.98141
-4.251e-02,-84.8125,-1.96844
-4.248e-02,-83.8125,-1.96125
-4.245e-02,-82.8125,-1.96094
-4.242e-02,-81.6563,-1.95516
-4.238e-02,-81.0469,-1.94531
-4.235e-02,-79.5391,-1.94219
-4.232e-02,-78.6953,-1.93359
-4.229e-02,-77.3906,-1.92797
-4.226e-02,-76.7578,-1.92266
-4.222e-02,-75.2891,-1.91391
-4.219e-02,-74.4609,-1.91063
-4.216e-02,-72.9297,-1.90234
-4.213e-02,-71.7578,-1.89172
-4.210e-02,-70.6172,-1.88203
-4.206e-02,-69.4922,-1.87953
-4.203e-02,-68.1797,-1.87375
-4.200e-02,-67,-1.85891
-4.197e-02,-65.5313,-1.85203
-4.194e-02,-64.3672,-1.85109
-4.190e-02,-62.9609,-1.84328
-4.187e-02,-61.7656,-1.82688
-4.184e-02,-60.4375,-1.82047
-4.181e-02,-59.2656,-1.81266
-4.178e-02,-57.7031,-1.80109
-4.174e-02,-56.1016,-1.7975
-4.171e-02,-54.7969,-1.79391
-4.168e-02,-53.3594,-1.77828
-4.165e-02,-52.125,-1.76672
-4.162e-02,-50.7188,-1.75969
-4.158e-02,-49.5938,-1.74906
-4.155e-02,-48.1406,-1.73656
-4.152e-02,-46.1641,-1.72547
-4.149e-02,-45.2188,-1.71313
-4.146e-02,-43.8047,-1.71359
-4.142e-02,-42.7656,-1.70422
-4.139e-02,-41.6328,-1.68344
-4.136e-02,-39.9141,-1.67672
-4.133e-02,-38.9766,-1.6675
-4.130e-02,-37.6172,-1.65531
-4.126e-02,-36.4609,-1.64781
-4.123e-02,-35.6484,-1.63906
-4.120e-02,-34.3125,-1.63062
-4.117e-02,-33.1094,-1.61438
-4.114e-02,-31.6719,-1.60578
-4.110e-02,-31.0391,-1.60203
-4.107e-02,-29.9688,-1.58844
-4.104e-02,-28.8125,-1.58406
-4.101e-02,-27.875,-1.56891
-4.098e-02,-26.7891,-1.55688
-4.094e-02,-25.6328,-1.54812
-4.091e-02,-24.5,-1.53937
-4.088e-02,-23.6094,-1.52578
-4.085e-02,-22.375,-1.51766
-4.082e-02,-21.3906,-1.50484
-4.078e-02,-20.3516,-1.49281
-4.075e-02,-19.4922,-1.48828
-4.072e-02,-18.5391,-1.47687
-4.069e-02,-17.2891,-1.46766
-4.066e-02,-16.1563,-1.44969
-4.062e-02,-15.2188,-1.44063
-4.059e-02,-14.1406,-1.43266
-4.056e-02,-13.1641,-1.42781
-4.053e-02,-12.5781,-1.40391
-4.050e-02,-11.2891,-1.39609
-4.046e-02,-10.4531,-1.38219
-4.043e-02,-9.60938,-1.37203
-4.040e-02,-8.89063,-1.36297
-4.037e-02,-7.71875,-1.35406
-4.034e-02,-6.8125,-1.34094
-4.030e-02,-6.36719,-1.32625
-4.027e-02,-5.13281,-1.31547
-4.024e-02,-4.49219,-1.30672
-4.021e-02,-3.5625,-1.29094
-4.018e-02,-2.9375,-1.27734
-4.014e-02,-1.96875,-1.26297
-4.011e-02,-1.16406,-1.25203
-4.008e-02,-0.6875,-1.24109
-4.005e-02,0.617187,-1.23
-4.002e-02,0.945312,-1.21687
-3.998e-02,1.50781,-1.20484
-3.995e-02,2.72656,-1.18203
-3.992e-02,3.17187,-1.17156
-3.989e-02,3.8125,-1.15734
-3.986e-02,5.0625,-1.14766
-3.982e-02,5.22656,-1.13219
-3.979e-02,6.47656,-1.11875
-3.976e-02,6.94531,-1.10219
-3.973e-02,7.14844,-1.08547
-3.970e-02,8.29687,-1.07125
-3.966e-02,8.82031,-1.0575
-3.963e-02,9.46875,-1.03687
-3.960e-02,10.4609,-1.02453
-3.957e-02,11.0625,-1.01
-3.954e-02,11.3828,-0.989844
-3.950e-02,12.3203,-0.975781
-3.947e-02,13.0625,-0.960469
-3.944e-02,13.6406,-0.944531
-3.941e-02,14.625,-0.9325
-3.938e-02,15.0703,-0.907344
-3.934e-02,15.1719,-0.886719
-3.931e-02,15.8906,-0.879531
-3.928e-02,16.5312,-0.86875
-3.925e-02,17.1016,-0.837031
-3.922e-02,17.6094,-0.827031
-3.918e-02,18.3516,-0.808125
-3.915e-02,19.0625,-0.79875
-3.912e-02,19.3984,-0.773594
-3.909e-02,20.2578,-0.75375
-3.906e-02,20.5469,-0.743125
-3.902e-02,20.8281,-0.7275
-3.899e-02,21.1875,-0.710781
-3.896e-02,21.7969,-0.690469
-3.893e-02,22.0469,-0.673438
-3.890e-02,22.875,-0.648594
-3.886e-02,22.9453,-0.638906
-3.883e-02,23.1172,-0.6175
-3.880e-02,23.9297,-0.59625
-3.877e-02,24.5156,-0.589531
-3.874e-02,24.8672,-0.560312
-3.870e-02,25.0625,-0.536719
-3.867e-02,25.0625,-0.522969
-3.864e-02,25.9844,-0.502031
-3.861e-02,26.4375,-0.489219
-3.858e-02,26.9453,-0.46375
-3.854e-02,26.9609,-0.442969
-3.851e-02,27.2578,-0.419063
-3.848e-02,27.5781,-0.401719
-3.845e-02,28.3203,-0.38
-3.842e-02,28.625,-0.358594
-3.838e-02,28.9453,-0.335625
-3.835e-02,29.0625,-0.317344
-3.832e-02,29.0625,-0.294219
-3.829e-02,29.3672,-0.278594
-3.826e-02,29.4687,-0.2575
-3.822e-02,30.3203,-0.236875
-3.819e-02,30.6641,-0.212188
-3.816e-02,30.7891,-0.192812
-3.813e-02,30.9453,-0.175781
-3.810e-02,30.9453,-0.143906
-3.806e-02,31.0625,-0.122188
-3.803e-02,31.0625,-0.107188
-3.800e-02,31.0703,-0.0746875
-3.797e-02,31.5078,-0.0534375
-3.794e-02,31.5547,-0.0273438
-3.790e-02,32.1797,-0.0028125
-3.787e-02,32.1797,0.0248438
-3.784e-02,32.8359,0.0490625
-3.781e-02,32.875,0.0651562
-3.778e-02,32.9219,0.0960938
-3.774e-02,33.0625,0.121406
-3.771e-02,33.0625,0.140156
-3.768e-02,33.6094,0.16625
-3.765e-02,33.5703,0.195938
-3.762e-02,34.2266,0.216875
-3.758e-02,34.5859,0.241563
-3.755e-02,34.8594,0.263437
-3.752e-02,34.7187,0.293906
-3.749e-02,35,0.319844
-3.746e-02,35.0625,0.342656
-3.742e-02,35.3203,0.365625
-3.739e-02,35.6641,0.389688
-3.736e-02,36.0234,0.4025
-3.733e-02,36.7344,0.429531
-3.730e-02,36.8359,0.458437
-3.726e-02,36.9453,0.479375
-3.723e-02,37.0859,0.500938
-3.720e-02,37.1484,0.528438
-3.717e-02,37.7266,0.552656
-3.714e-02,38.4375,0.5825
-3.710e-02,38.4141,0.606406
-3.707e-02,38.9453,0.632969
-3.704e-02,38.9453,0.648906
-3.701e-02,39.0625,0.681562
-3.698e-02,39.2734,0.704375
-3.694e-02,39.6719,0.729063
-3.691e-02,40.0156,0.755313
-3.688e-02,40.6328,0.771875
-3.685e-02,40.9453,0.796563
-3.682e-02,41.1797,0.824844
-3.678e-02,41.4844,0.847031
-3.675e-02,42,0.870781
-3.672e-02,42.6484,0.892188
-3.669e-02,42.8828,0.918281
-3.666e-02,43.0625,0.948438
-3.662e-02,43.3984,0.958906
-3.659e-02,43.8516,0.989531
-3.656e-02,44.2187,1.01594
-3.653e-02,45.0312,1.03484
-3.650e-02,45.0625,1.06094
-3.646e-02,45.5937,1.08281
-3.643e-02,46.2109,1.10234
-3.640e-02,46.6953,1.12484
-3.637e-02,47.0625,1.15406
-3.634e-02,47.1641,1.17125
-3.630e-02,48.0625,1.19656
-3.627e-02,48.6875,1.21984
-3.624e-02,49.0781,1.24438
